ASV,Total_reads,LME1636,LME1637,LME1656,LME1663,LME1668,LME1670,LME1679,LME1689,LME1692,LME1695,LME1698,LME1701,LME1702,LME1705,LME1708,LME1714,Tax_Rank,Phylum,Class,Order,Family,Subfamily,Genus,Species,Confidence,Supporting_Recs,Best_ID_percent,Number_of_BOLD_hits,Top_hit_families,Top_hit_genera,Top_hit_species,Ambiguous_family,Ambiguous_genus,Ambiguous_species,Assignment_status
ASV671,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,CLASS,Tracheophyta,Magnoliopsida,,,,,,99.3,95,99.30,100,Orobanchaceae;Rosaceae,Castilleja;Rubus,Castilleja unalaschcensis;Rubus cochinchinensis;Rubus fruticosus agg.;Rubus ichangensis;Rubus idaeus;Rubus parviflorus;Rubus pubescens;Rubus pungens var. indefensus;Rubus saxatilis;Rubus sumatranus,YES,YES,YES,Assigned
ASV755,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,ORDER,Tracheophyta,Magnoliopsida,Saxifragales,,,,,83.49,58,100.00,100,Saxifragaceae,Micranthes;Saxifraga,Micranthes razshivinii;Saxifraga bronchialis;Saxifraga mertensiana,NO,YES,YES,Assigned
ASV781,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,FAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,,82.0,41,94.00,100,Geraniaceae;Rosaceae;Urticaceae,Alchemilla;Aphanes;Drymocallis;Erodium;Filipendula;Geranium;Geum;Parietaria;Potentilla;Rosa;Rubus;Sibbaldia,Alchemilla alpina;Alchemilla conjuncta;Alchemilla filicaulis;Alchemilla glabra;Alchemilla glaucescens;Alchemilla glomerulans;Alchemilla micans;Alchemilla sciura;Alchemilla subcrenata;Alchemilla subglobosa;Alchemilla vulgaris;Alchemilla wichurae;Alchemilla xanthochlora;Aphanes arvensis;Aphanes australis;Drymocallis rupestris;Erodium maritimum;Filipendula ulmaria;Filipendula vulgaris;Geranium rotundifolium;Geum urbanum;Parietaria debilis;Potentilla anserina;Potentilla argentea;Potentilla indica;Potentilla pensylvanica;Rosa arvensis;Rosa canina;Rosa micrantha;Rosa obtusifolia;Rosa sherardii;Rosa spinosissima;Rosa tomentosa;Rubus arcticus;Rubus caesius;Rubus cochinchinensis;Rubus fruticosus agg.;Rubus idaeus;Rubus reflexus var. lanceolobus;Rubus saxatilis;Rubus sumatranus;Rubus urticifolius;Sibbaldia procumbens,YES,YES,YES,Assigned
ASV862,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,FAMILY,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,,,86.97,74,100.00,100,Boraginaceae,Cynoglossum;Lappula,Cynoglossum officinale;Lappula balchaschensis,NO,YES,YES,Assigned
ASV865,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,89.38,62,100.00,100,Orobanchaceae;Rosaceae,Castilleja;Potentilla;Rosa;Rubus,Castilleja unalaschcensis;Potentilla sterilis;Rosa spinosissima;Rubus coreanus;Rubus ichangensis;Rubus idaeus;Rubus lambertianus;Rubus saxatilis;Rubus shihae,YES,YES,YES,Assigned
ASV873,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,,Hedera,,86.68,5,96.92,100,Araliaceae;Ranunculaceae,Clematis;Hedera,Clematis flammula;Hedera helix;Hedera helix subsp. helix,YES,YES,YES,Assigned
ASV909,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,,Hedera,,90.71,9,97.36,100,Araliaceae;Ranunculaceae,Clematis;Hedera,Clematis flammula;Hedera helix;Hedera helix subsp. helix,YES,YES,YES,Assigned
ASV942,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,FAMILY,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,,,91.36,47,99.21,100,Boraginaceae,Amsinckia;Cryptantha;Cynoglossum;Myosotis,Amsinckia menziesii;Cryptantha parviflora;Cynoglossum germanicum;Myosotis secunda,NO,YES,YES,Assigned
ASV951,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,ORDER,Tracheophyta,Magnoliopsida,Asterales,,,,,87.9,85,97.26,100,Boraginaceae;Cucurbitaceae,Paracaryum;Thladiantha,Paracaryum rugulosum;Thladiantha cordifolia,YES,YES,YES,Assigned
ASV975,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CLASS,Tracheophyta,Magnoliopsida,,,,,,99.3,95,99.30,100,Orobanchaceae;Rosaceae,Castilleja;Rubus,Castilleja unalaschcensis;Rubus cochinchinensis;Rubus fruticosus agg.;Rubus ichangensis;Rubus idaeus;Rubus parviflorus;Rubus pubescens;Rubus pungens var. indefensus;Rubus saxatilis;Rubus sumatranus,YES,YES,YES,Assigned
ASV999,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,FAMILY,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,,80.49,81,100.00,100,Asteraceae,Carlina;Cirsium;Saussurea,Carlina vulgaris;Cirsium acaule;Cirsium oleraceum;Saussurea alpina;Saussurea angustifolia,NO,YES,YES,Assigned
