ASV,Total_reads,LME1636,LME1637,LME1656,LME1663,LME1668,LME1670,LME1679,LME1689,LME1692,LME1695,LME1698,LME1701,LME1702,LME1705,LME1708,LME1714,Tax_Rank,Phylum,Class,Order,Family,Subfamily,Genus,Species,Confidence,Supporting_Recs,Best_ID_percent,Number_of_BOLD_hits,Top_hit_families,Top_hit_genera,Top_hit_species,Ambiguous_family,Ambiguous_genus,Ambiguous_species,Assignment_status
ASV1235,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV1237,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV1238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV124,223,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV1240,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV1241,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV1242,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Unassigned,,,,,,,,,0,80.11,11,Fabaceae,Crotalaria,Crotalaria juncea,NO,NO,NO,Unassigned
ASV1245,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV1252,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV1256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Unassigned,,,,,,,,,0,85.00,100,,Jaagichlorella,Jaagichlorella geometrica,NO,NO,NO,Unassigned
ASV128,210,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV129,208,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV132,202,158,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV133,199,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV135,195,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV137,192,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV140,186,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV143,183,132,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV151,174,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV154,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV158,164,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV167,159,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV174,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV179,142,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV180,141,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV182,140,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV197,122,0,0,0,0,56,0,0,0,0,35,0,0,0,0,31,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV200,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV201,119,0,0,0,0,65,0,0,0,0,37,0,0,0,0,17,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV203,118,88,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV204,118,0,0,0,0,69,0,0,0,0,36,0,0,0,0,13,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV206,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV207,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV211,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV219,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV226,107,0,0,0,0,77,0,0,0,0,30,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV231,103,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV243,96,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV247,94,72,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV251,92,0,0,0,0,0,0,0,0,0,42,0,0,0,0,50,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV265,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV267,81,0,0,0,0,0,0,0,0,0,30,0,0,0,0,51,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV269,80,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV281,74,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV282,74,0,0,0,0,0,0,0,0,0,33,0,0,0,0,41,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV284,72,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV286,71,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV289,70,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV29,832,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV290,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV303,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV305,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV315,61,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV316,61,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV317,61,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV32,772,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV322,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV323,59,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV327,58,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV350,53,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV351,53,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV352,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV353,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV357,51,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV358,51,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV364,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV366,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV367,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV372,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV376,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV377,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV378,47,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV38,640,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV384,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV391,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV392,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV393,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV404,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV408,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV415,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV42,611,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV423,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV43,593,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV434,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV44,590,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV441,37,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV445,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV45,588,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV47,577,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV472,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV473,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV48,572,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV480,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV491,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV496,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV50,554,237,0,0,273,0,0,0,0,0,0,0,0,0,44,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV504,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV519,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV53,520,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV533,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV537,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV54,486,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV540,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV541,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV542,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV55,472,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV56,469,11,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV560,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV561,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV57,466,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV58,465,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV582,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV601,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV67,429,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV675,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,Unassigned,,,,,,,,,0,82.00,100,Chlorodendraceae,Tetraselmis,Tetraselmis sp. KMMCC 1449,NO,NO,NO,Unassigned
ASV70,421,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV725,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV726,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV727,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV74,377,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV741,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV762,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV77,369,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV78,359,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV780,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,Unassigned,,,,,,,,,0,84.16,100,Chlorodendraceae,Tetraselmis,Tetraselmis sp. KMMCC 1449,NO,NO,NO,Unassigned
ASV782,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV784,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV790,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV792,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV793,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV81,347,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV816,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV817,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV818,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV84,320,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV843,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,Unassigned,,,,,,,,,0,84.16,100,Chlorodendraceae,Tetraselmis,Tetraselmis sp. KMMCC 1449,NO,NO,NO,Unassigned
ASV844,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV85,320,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV855,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV87,318,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV90,296,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV91,294,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV925,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV94,289,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV95,288,243,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV968,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV97,276,166,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV971,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
