ASV_ID,Kingdom,Kingdom_confidence,Phylum,Phylum_confidence,Class,Class_confidence,Order,Order_confidence,Family,Family_confidence,Genus,Genus_confidence,Species,Species_confidence,Strand,Deepest_rank,Deepest_taxon,Accepted_taxonomy
ASV838,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Botryosphaeriales,0.90,Botryosphaeriaceae,0.90,Dothiora,0.90,,,+,Genus,Dothiora,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Botryosphaeriaceae,g:Dothiora"
ASV839,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV84,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Sordariales,1.00,Lasiosphaeriaceae,0.83,,,,,+,Family,Lasiosphaeriaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae"
ASV840,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Diaporthales,1.00,Valsaceae,1.00,Cytospora,0.96,,,+,Genus,Cytospora,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Valsaceae,g:Cytospora"
ASV833,Fungi,1.00,Ascomycota,1.00,Ascomycota_class_incertae_sedis,1.00,Ascomycota_order_incertae_sedis,1.00,Ascomycota_family_incertae_sedis,1.00,Chalara,1.00,Chalara_holubovae,1.00,+,Species,Chalara_holubovae,"k:Fungi,p:Ascomycota,c:Ascomycota_class_incertae_sedis,o:Ascomycota_order_incertae_sedis,f:Ascomycota_family_incertae_sedis,g:Chalara,s:Chalara_holubovae"
ASV841,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV836,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV842,Fungi,1.00,Ascomycota,0.99,Dothideomycetes,0.86,Microthyriales,0.85,Leptopeltidaceae,0.85,Dothiopeltis,0.85,Dothiopeltis_n._sp.,0.85,+,Species,Dothiopeltis_n._sp.,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Microthyriales,f:Leptopeltidaceae,g:Dothiopeltis,s:Dothiopeltis_n._sp."
ASV843,Fungi,1.00,Ascomycota,0.95,Sordariomycetes,0.94,Hypocreales,0.94,Bionectriaceae,0.83,,,,,+,Family,Bionectriaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae"
ASV844,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,0.95,,,,,,,,,+,Class,Leotiomycetes,"k:Fungi,p:Ascomycota,c:Leotiomycetes"
ASV845,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,0.96,Chaetothyriales,0.96,Herpotrichiellaceae,0.96,Ramichloridium,0.96,Ramichloridium_apiculatum,0.80,+,Species,Ramichloridium_apiculatum,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Ramichloridium,s:Ramichloridium_apiculatum"
ASV846,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Corticiales,1.00,Corticiaceae,1.00,Vuilleminia,1.00,Vuilleminia_comedens,0.81,+,Species,Vuilleminia_comedens,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae,g:Vuilleminia,s:Vuilleminia_comedens"
ASV848,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.94,,,,,,,,,+,Class,Dothideomycetes,"k:Fungi,p:Ascomycota,c:Dothideomycetes"
ASV85,Fungi,1.00,Ascomycota,0.99,Sordariomycetes,0.99,Hypocreales,0.99,Nectriaceae,0.92,,,,,+,Family,Nectriaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae"
ASV850,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV851,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,1.00,Leotiales,1.00,Leotiaceae,1.00,Alatospora,1.00,Alatospora_acuminata,1.00,+,Species,Alatospora_acuminata,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Leotiales,f:Leotiaceae,g:Alatospora,s:Alatospora_acuminata"
ASV852,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,1.00,Helotiales,1.00,,,,,,,+,Order,Helotiales,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales"
ASV853,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Tricholomataceae,0.96,,,,,+,Family,Tricholomataceae,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae"
ASV854,Fungi,1.00,Ascomycota,0.99,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV847,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.99,Mycosphaerellales,0.94,Teratosphaeriaceae,0.82,,,,,+,Family,Teratosphaeriaceae,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae"
ASV849,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Psathyrellaceae,1.00,Lacrymaria,1.00,Lacrymaria_lacrymabunda,1.00,+,Species,Lacrymaria_lacrymabunda,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Lacrymaria,s:Lacrymaria_lacrymabunda"
ASV855,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV856,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Psathyrellaceae,1.00,Coprinellus,1.00,Coprinellus_heptemerus,1.00,+,Species,Coprinellus_heptemerus,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus,s:Coprinellus_heptemerus"
ASV857,Fungi,1.00,Ascomycota,0.98,Leotiomycetes,0.84,Helotiales,0.82,,,,,,,+,Order,Helotiales,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales"
ASV859,Fungi,1.00,Ascomycota,0.93,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV858,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV86,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV862,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV863,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,0.99,Tremellales,0.99,Tremellaceae,0.99,Papiliotrema,0.93,Papiliotrema_flavescens,0.93,+,Species,Papiliotrema_flavescens,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Papiliotrema,s:Papiliotrema_flavescens"
ASV864,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Nectriaceae,1.00,Fusarium,1.00,,,+,Genus,Fusarium,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium"
ASV865,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,1.00,Eurotiales,1.00,Trichocomaceae,1.00,Penicillium,1.00,,,+,Genus,Penicillium,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium"
ASV866,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.95,Pleosporales,0.95,Leptosphaeriaceae,0.94,,,,,+,Family,Leptosphaeriaceae,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae"
ASV867,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV860,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,,,,,,,,,+,Class,Sordariomycetes,"k:Fungi,p:Ascomycota,c:Sordariomycetes"
ASV868,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV861,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV869,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,0.99,Helotiales,0.99,,,,,,,+,Order,Helotiales,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales"
ASV87,Fungi,1.00,Ascomycota,0.95,Saccharomycetes,0.93,Saccharomycetales,0.93,Dipodascaceae,0.91,Galactomyces,0.90,,,+,Genus,Galactomyces,"k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Galactomyces"
ASV870,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV872,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,1.00,Helotiales,1.00,,,,,,,+,Order,Helotiales,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales"
ASV871,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,0.99,Helotiales,0.99,,,,,,,+,Order,Helotiales,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales"
ASV874,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Psathyrellaceae,1.00,Coprinopsis,1.00,,,+,Genus,Coprinopsis,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis"
ASV876,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV877,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Tricholomataceae,1.00,Melanoleuca,1.00,,,+,Genus,Melanoleuca,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Melanoleuca"
ASV879,Fungi,1.00,Basidiomycota,1.00,Exobasidiomycetes,1.00,Exobasidiales,1.00,Exobasidiaceae,1.00,Exobasidium,1.00,,,+,Genus,Exobasidium,"k:Fungi,p:Basidiomycota,c:Exobasidiomycetes,o:Exobasidiales,f:Exobasidiaceae,g:Exobasidium"
ASV880,Fungi,1.00,Basidiomycota,1.00,Agaricostilbomycetes,1.00,Agaricostilbales,1.00,Agaricostilbaceae,1.00,Bensingtonia,1.00,Bensingtonia_naganoensis,1.00,+,Species,Bensingtonia_naganoensis,"k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales,f:Agaricostilbaceae,g:Bensingtonia,s:Bensingtonia_naganoensis"
ASV878,Fungi,1.00,,,,,,,,,,,,,-,Kingdom,Fungi,k:Fungi
ASV881,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,1.00,Rhytismatales,1.00,Rhytismataceae,1.00,Lophodermium,1.00,Lophodermium_piceae,1.00,+,Species,Lophodermium_piceae,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Rhytismatales,f:Rhytismataceae,g:Lophodermium,s:Lophodermium_piceae"
ASV873,Fungi,1.00,Ascomycota,0.80,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV882,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Psathyrellaceae,1.00,Coprinopsis,1.00,Coprinopsis_echinospora,1.00,+,Species,Coprinopsis_echinospora,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis,s:Coprinopsis_echinospora"
ASV875,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV884,Fungi,1.00,Basidiomycota,1.00,Cystobasidiomycetes,1.00,Cystobasidiales,0.98,Cystobasidiaceae,0.98,Cystobasidium,0.98,,,-,Genus,Cystobasidium,"k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium"
ASV886,Fungi,1.00,Ascomycota,1.00,Pezizomycetes,1.00,Pezizales,1.00,,,,,,,+,Order,Pezizales,"k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales"
ASV885,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,-,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV883,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,0.99,Filobasidiales,0.99,Filobasidiaceae,0.99,Filobasidium,0.99,Filobasidium_globosum,0.99,+,Species,Filobasidium_globosum,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Filobasidium,s:Filobasidium_globosum"
ASV887,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,Filobasidiales,0.95,Filobasidiaceae,0.95,Naganishia,0.95,Naganishia_albida,0.95,+,Species,Naganishia_albida,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Naganishia,s:Naganishia_albida"
ASV889,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Cortinariaceae,1.00,Cortinarius,1.00,,,+,Genus,Cortinarius,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius"
ASV890,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.94,Hypocreales,0.94,Nectriaceae,0.91,,,,,+,Family,Nectriaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae"
ASV891,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Corticiales,1.00,Corticiaceae,1.00,Vuilleminia,1.00,Vuilleminia_comedens,1.00,+,Species,Vuilleminia_comedens,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae,g:Vuilleminia,s:Vuilleminia_comedens"
ASV892,Fungi,1.00,Basidiomycota,0.98,,,,,,,,,,,+,Phylum,Basidiomycota,"k:Fungi,p:Basidiomycota"
ASV893,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Psathyrellaceae,1.00,,,,,+,Family,Psathyrellaceae,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae"
ASV894,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,1.00,Helotiales,1.00,,,,,,,+,Order,Helotiales,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales"
ASV888,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV896,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Xylariales,1.00,Xylariaceae,1.00,Hypoxylon,1.00,Hypoxylon_rubiginosum,1.00,+,Species,Hypoxylon_rubiginosum,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Hypoxylon,s:Hypoxylon_rubiginosum"
ASV89,Fungi,1.00,Ascomycota,1.00,Pezizomycetes,1.00,Pezizales,1.00,,,Trichobolus,1.00,Trichobolus_sp._zukalii-CA01,1.00,+,Species,Trichobolus_sp._zukalii-CA01,"k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,g:Trichobolus,s:Trichobolus_sp._zukalii-CA01"
ASV897,Fungi,1.00,Basidiomycota,1.00,Agaricostilbomycetes,0.96,Agaricostilbales,0.96,Chionosphaeraceae,0.96,Chionosphaera,0.86,Chionosphaera_cuniculicola,0.86,-,Species,Chionosphaera_cuniculicola,"k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales,f:Chionosphaeraceae,g:Chionosphaera,s:Chionosphaera_cuniculicola"
ASV898,Fungi,1.00,Ascomycota,0.97,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV899,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.98,,,,,,,,,+,Class,Dothideomycetes,"k:Fungi,p:Ascomycota,c:Dothideomycetes"
ASV9,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.93,Sordariales,0.80,,,,,,,+,Order,Sordariales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales"
ASV900,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV902,Fungi,1.00,Basidiomycota,0.82,,,,,,,,,,,+,Phylum,Basidiomycota,"k:Fungi,p:Basidiomycota"
ASV904,Fungi,1.00,Ascomycota,1.00,Pezizomycetes,1.00,Pezizales,1.00,,,Trichobolus,0.98,Trichobolus_sp._zukalii-CA01,0.98,+,Species,Trichobolus_sp._zukalii-CA01,"k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,g:Trichobolus,s:Trichobolus_sp._zukalii-CA01"
ASV905,Fungi,1.00,Ascomycota,0.97,Dothideomycetes,0.80,Pleosporales,0.80,,,,,,,+,Order,Pleosporales,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
ASV906,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.86,,,,,,,,,+,Class,Sordariomycetes,"k:Fungi,p:Ascomycota,c:Sordariomycetes"
ASV907,Fungi,1.00,Ascomycota,0.95,Dothideomycetes,0.95,Pleosporales,0.95,,,,,,,+,Order,Pleosporales,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
ASV908,Fungi,1.00,Ascomycota,0.93,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV901,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Hypocreaceae,1.00,Trichoderma,1.00,Trichoderma_citrinoviride,0.90,+,Species,Trichoderma_citrinoviride,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma,s:Trichoderma_citrinoviride"
ASV909,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Psathyrellaceae,1.00,Coprinopsis,1.00,,,+,Genus,Coprinopsis,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis"
ASV91,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.99,Microascales,0.99,Microascaceae,0.98,,,,,+,Family,Microascaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae"
ASV903,Fungi,1.00,Ascomycota,1.00,Ascomycota_class_incertae_sedis,0.88,Ascomycota_order_incertae_sedis,0.88,Ascomycota_family_incertae_sedis,0.88,,,,,+,Family,Ascomycota_family_incertae_sedis,"k:Fungi,p:Ascomycota,c:Ascomycota_class_incertae_sedis,o:Ascomycota_order_incertae_sedis,f:Ascomycota_family_incertae_sedis"
ASV910,Fungi,1.00,Ascomycota,0.95,Dothideomycetes,0.85,Pleosporales,0.84,,,,,,,+,Order,Pleosporales,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
ASV911,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,1.00,Chaetothyriales,1.00,,,,,,,+,Order,Chaetothyriales,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales"
ASV912,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Polyporales,1.00,Sistotremataceae,1.00,Trechispora,1.00,Trechispora_caucasica,1.00,+,Species,Trechispora_caucasica,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Sistotremataceae,g:Trechispora,s:Trechispora_caucasica"
ASV913,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,,,,,Xylomelasma,1.00,Xylomelasma_sp._ZK29/08,1.00,+,Species,Xylomelasma_sp._ZK29/08,"k:Fungi,p:Ascomycota,c:Sordariomycetes,g:Xylomelasma,s:Xylomelasma_sp._ZK29/08"
ASV916,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,1.00,Leotiales,1.00,Leotiaceae,1.00,Alatospora,1.00,Alatospora_acuminata,1.00,+,Species,Alatospora_acuminata,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Leotiales,f:Leotiaceae,g:Alatospora,s:Alatospora_acuminata"
ASV917,Fungi,1.00,Ascomycota,1.00,Ascomycota_class_incertae_sedis,0.89,Ascomycota_order_incertae_sedis,0.89,Ascomycota_family_incertae_sedis,0.89,Chalara,0.88,,,+,Genus,Chalara,"k:Fungi,p:Ascomycota,c:Ascomycota_class_incertae_sedis,o:Ascomycota_order_incertae_sedis,f:Ascomycota_family_incertae_sedis,g:Chalara"
ASV919,Fungi,1.00,Basidiomycota,1.00,Microbotryomycetes,1.00,Microbotryomycetes_incertae_sedis,0.98,Chrysozymaceae,0.98,Chrysozyma,0.98,Chrysozyma_griseoflava,0.98,+,Species,Chrysozyma_griseoflava,"k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Microbotryomycetes_incertae_sedis,f:Chrysozymaceae,g:Chrysozyma,s:Chrysozyma_griseoflava"
ASV92,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV920,Fungi,1.00,Basidiomycota,0.96,Agaricomycetes,0.96,Agaricales,0.96,Hygrophoraceae,0.96,Hygrocybe,0.96,Hygrocybe_intermedia,0.96,+,Species,Hygrocybe_intermedia,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae,g:Hygrocybe,s:Hygrocybe_intermedia"
ASV921,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.86,Hypocreales,0.86,Cordycipitaceae,0.86,Simplicillium,0.86,Simplicillium_chinense,0.86,+,Species,Simplicillium_chinense,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Simplicillium,s:Simplicillium_chinense"
ASV922,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Strophariaceae,0.97,Agrocybe,0.97,,,+,Genus,Agrocybe,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae,g:Agrocybe"
ASV914,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Hymenogastraceae,1.00,Hebeloma,1.00,,,+,Genus,Hebeloma,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hymenogastraceae,g:Hebeloma"
ASV923,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV924,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,Trichosporonales,1.00,Trichosporonaceae,1.00,,,,,-,Family,Trichosporonaceae,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae"
ASV925,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV918,Fungi,1.00,Basidiomycota,0.97,,,,,,,,,,,+,Phylum,Basidiomycota,"k:Fungi,p:Basidiomycota"
ASV926,Fungi,1.00,Basidiomycota,1.00,,,,,,,,,,,+,Phylum,Basidiomycota,"k:Fungi,p:Basidiomycota"
ASV927,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Psathyrellaceae,0.93,Coprinellus,0.88,,,+,Genus,Coprinellus,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus"
ASV928,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Entolomataceae,1.00,Entoloma,1.00,,,+,Genus,Entoloma,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma"
ASV930,Fungi,1.00,Ascomycota,0.89,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV93,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,1.00,Eurotiales,1.00,Trichocomaceae,1.00,Penicillium,1.00,,,+,Genus,Penicillium,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium"
ASV931,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Pleosporales,1.00,Phaeosphaeriaceae,1.00,,,,,+,Family,Phaeosphaeriaceae,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae"
ASV933,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV934,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Boletales,1.00,Coniophoraceae,1.00,Coniophora,1.00,Coniophora_puteana,1.00,+,Species,Coniophora_puteana,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Coniophoraceae,g:Coniophora,s:Coniophora_puteana"
ASV935,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV936,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV929,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Botryosphaeriales,1.00,Botryosphaeriaceae,1.00,,,,,+,Family,Botryosphaeriaceae,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Botryosphaeriaceae"
ASV937,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV938,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV94,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.99,Botryosphaeriales,0.91,Botryosphaeriaceae,0.91,Microdiplodia,0.91,Microdiplodia_sp._A18,0.86,+,Species,Microdiplodia_sp._A18,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Botryosphaeriaceae,g:Microdiplodia,s:Microdiplodia_sp._A18"
ASV932,Fungi,1.00,Ascomycota,1.00,Pezizomycetes,0.84,Pezizales,0.84,,,Trichobolus,0.84,Trichobolus_sp._zukalii-CA01,0.84,+,Species,Trichobolus_sp._zukalii-CA01,"k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,g:Trichobolus,s:Trichobolus_sp._zukalii-CA01"
ASV940,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,1.00,Helotiales,1.00,,,,,,,+,Order,Helotiales,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales"
ASV941,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,0.97,Helotiales,0.97,Dermateaceae,0.94,Calloria,0.94,Calloria_neglecta,0.94,+,Species,Calloria_neglecta,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Dermateaceae,g:Calloria,s:Calloria_neglecta"
ASV942,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Boletales,1.00,Boletaceae,1.00,Leccinellum,0.95,,,+,Genus,Leccinellum,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Boletaceae,g:Leccinellum"
ASV944,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,1.00,Helotiales,1.00,,,Pilidium,1.00,Pilidium_concavum,1.00,+,Species,Pilidium_concavum,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Pilidium,s:Pilidium_concavum"
